,report_text,source_name,Bioagressor,Disease
102,"3. — traitement d'hiver des arbres fruitierscolorants nitrés : 600 g ! * i
* dinoterbe
huiles anthracéniques : 5 1 d huile réelle
huiles de pétrole: 2,5 1 à 3 1 d'huile réelle
huiles jaunes : 1,5 1 à 2 1 d'huile réelle + 100 à 150 g de dnoc
oléomalathion : 1 1 d'huile réelle + 300 g de malathion
oléoparathions : 1,25 1 d'huile réelle + 45 g de parathion
association d'huiles anthracéniques et de colorants nitrés, association d'huiles anthracéniques et d'huiles de pétrole, association d'huiles anthracéniques, d'huiles de pétrole et de colorants nitrés ' doses homologuées pour chaque spécialité commerciale
remarque: sur les arbres fruitiers à noyau, les doses d'emploi réduites de moitié anthracéniques et des huiles de pétrole doivent être",AA_TC_Auvergne_Limousin_1972_009,0,0.0
103,"1 - ravageurs animauxtordeuses de la grappe :
100 à 120 g d'arsenic
arséniate de plomb 100 a 40 9
azinphos éthyl et méthyl : 40 g
bromophos. 50 9
carbaryl: 120 g
carbaryl : en poudrage
* dialifor
diazinon : 25 g
diazinon : en poudrage
* dichlorvos
fénitrothion : 50 g
malathion: 75 g
malathion : en poudrage
* méthomyl
méthidathion: 30 g
mévinphos : 50 g
* monocrotophos
parathion éthyl : 20 g
parathion méthyl : 30 g
parathion éthyl et méthyl. en poudrage
phosalone : 60 g
phosalone : en poudrage
acariens (1) :
esters phosphoriques de contact
azinphos éthyl et méthyl : 40 g
carbophénothion : 30 g
* dialifor
diazinon : 25 g
diéthion: 75 g
malathion: 75 g
méthidathion : 40 g
parathion éthyl : 25 g
parathion méthyl : 30 g
phenkapton : 20 g
phosalone : 60 g
phosalone : en poudrage
prothoate : 30 g
esters phosphoriques systémiques
diméthoate : 30 g
formothion : 40 g
* monocrotophos
* ométhoate
oxydéméton méthyl : 25 g
vamidothion : 50 g
acaricides spécifiques
sulfones et sulfonates
chlorbenside : 50 g
chlorofénizon : 50 g
fénizon : 50 g
* propargil
tétradifon :16 g
* tétrasul
composés chlorés
* bromopropylate
dicofol : 50 g
dicofol : en poudrage
quinoxaline
thioquinox : 37,5 g
formamidine
* chlorphénamidine
divers
dioxathion + fénizon : 25 g + 50 g
* hydroxyde de tricyclohexylétain
* mercaptodiméthur",AA_TC_Auvergne_Limousin_1972_009,0,0.0
105,"3. — traitement d'hiver de la vignecochenilles :
dinoterbe
huiles anthracéniques, huiles jaunes, oléomalathion, oléoparathions : voir les doses homologuées pour le traitement d hiver des arbres fruitiers
excoriose :
arsénite de soude : 1 250 g d'arsenic
colorants nitrés :600 g
huiles jaunes: 1,5 1 à 2 1 dhuile réelle + 100 à 150 g de dnoc
esca :
arsénite de soude : 1 250 g d'arsenic",AA_TC_Auvergne_Limousin_1972_009,0,0.0
106,c. - pomme de terre,AA_TC_Auvergne_Limousin_1972_009,0,0.0
107,"doryphore :arséniate de chaux : 140 g a arsenic
arséniate de plomb : 170 g d'arsenic
azinphos éthyl et méthyl : 40 g
carbaryl: 75 g
carbaryl: 1 000 g
en poudrage
chlorfenvinphos : 25 g
* dioxacarb
endosulfan : 35 g
endosulfan : 600 g
en poudrage
lindane : 8 g
lindane : 100 g
en poudrage
mercaptodiméthur
méthidathion : 30 g
* ométhoate
phosalone : 60 g
phosalone : 800 g en poudrage
phosmet :50 g
phosphamidon : 30 g
promécarbe : 75 g
roténone : 10 g
roténone : 100 g
en poudrage
toxaphène et polychlorocamphane : 15u g
toxaphène et polychlorocamphane : 1 500 g en poudrage",AA_TC_Auvergne_Limousin_1972_009,0,0.0
108,"mildiou :bouillies bordelaise et bourguignonne: 500 g de cuivre métal
captafol : 160 g
folpel : 150 g
mancozèbe: 160 g
manèbe: 160 g
métiram-zinc : 200 g
oxychlorure de cuivre : 500 g de cuivre métal
oxychlorure de cuivre : en poudrage
oxyde cuivreux : 500 g de cuivre métal
oxyde cuivreux : en poudrage
propinèbe : 200 g
sulfate basique de cuivre : 500 g de cuivre métal
sulfate basique de cuivre : en poudrage
tétrachloroisophtalonitrile : 150 g
zinèbe : 200 g
association de carbatène et de cuivre, * association de folpel et de cuivre, association de manèbe et de cuivre, * association de propinèbe et de cuivre, association de zinèbe et de cuivre, association de zirame et de cuivre : doses homologuées pour chaque spécialité commerciale
mancozèbe, manèbe (spécialités à 6 % de matière active minimum) : 1 800 g en traitements complémentaires en poudrage",AA_TC_Auvergne_Limousin_1972_009,0,0.0
109,d. - colza(en grammes de matière active à l'ha),AA_TC_Auvergne_Limousin_1972_009,0,0.0
110,"petite altise du colza :* dieldrine
endosulfan : 150 g en pulvérisation 200 g en poudrage
lindane : 120 g en pulvérisation 160 g en poudrage
malathion : 500 g en pulvérisation 700 g en poudrage
méthidathion : 200 g en pulvérisation
parathions : 130 g en pulvérisation 180 g en poudrage
toxaphène et polychlorocamphane : 1 700 g en pulvérisation 2 300 g en poudrage",AA_TC_Auvergne_Limousin_1972_009,0,0.0
111,"grosse altise, méligèthe :* dieldrine
endosulfan : 250 g en pulvérisation 300 g en poudrage
lindane : 200 g en pulvérisation 275 g en poudrage
malathion : 700 g en pulvérisation 900 g en poudrage
méthidathion : 250 g en pulvérisation
parathions : 200 g en pulvérisation 275 g en poudrage
phosalone : 1 000 g en pulvérisation
toxaphène et polychlorocamphane : 2 250 g en pulvérisation 3 000 g en poudrage",AA_TC_Auvergne_Limousin_1972_009,0,0.0
112,"charançon des tiges :* dieldrine
endosulfan : 400 g en pulvérisation 500 g en poudrage
lindane : 300 g en pulvérisation 400 g en poudrage
méthidathion : 300 g en pulvérisation
parathions : 300 g en pulvérisation 400 g en poudrage
toxaphène et polychlorocamphane : 4 000 g en pulvérisation 5 000 g en poudrage",AA_TC_Auvergne_Limousin_1972_009,0,0.0
115,"pucerons :* dialifor
diméthoate : 500 g
disulfoton : 1 000 g (granulés dans la raie du semis)
endothion : 500 g
formothion: 500 g
isolane : 200 g
lindane : 300 g
inévinphos : 350 g
oxydéméton méthyl : 200 g
parathion éthyl: 200 g
parathion méthyl : 300 g
phosphamidon : 300 g
vamidothion : 500 g",AA_TC_Auvergne_Limousin_1972_009,0,0.0
117,f. - mais(en grammes de matière active à l'ha),AA_TC_Auvergne_Limousin_1972_009,0,0.0
118,"pyrale :* bacillus thuringiensis
ddt (granulés) : 1 500 g
* heptachlore
* parathion",AA_TC_Auvergne_Limousin_1972_009,0,0.0
119,g. - cultures légumières,AA_TC_Auvergne_Limousin_1972_009,0,0.0
120,"pucerons :azinphos éthyl et méthyl : 40 g
bromophos : 50 g
carbophénothion : 45 g
* dialifor
diazinon : 25 g
diazinon : 350 g en poudrage
dich!orvos : 100 g
diéthion : 75 g
diméthoate : 30 g
endosulfan : 60 g
* endothion
fénitrothion : 50 g
fenthion : 75 g
formothion: 40 g
isolane : 6 g
lindane : 30 g
lindane : 400 g en poudrage
malathion : 75 g
malathion : 1 000 g en poudrage
* méthidathion
* méthomyl
mévinphos : 35 g
naled : 100 g
nichlorfos : 50 g
nicotine : 150 g
* ométhoate
parathion éthyl : 20 g
parathion méthyl : 30 g
parathions : 250 g en poudrage
phosalone : 60 g
prothoate : 30 g
pyréthrines
synergisées: 12 g
roténone : 20 g",AA_TC_Auvergne_Limousin_1972_009,0,0.0
121,"acariens (1) :esters phosphoriques de contact
azinphos éthyl et méthyl : 40 g
carbophénothion : 45 g
* dialifor
diazinon : 25 g
diazinon : 360 g en poudrage
diéthion: 100 g
malathion: 75 g
méthidathion : 40 g
naled : 100 g
parathion éthyl : 25 g
parathion méthyl : 30 g
phenkapton : 20 g
phosalone : 60 g
prothoate : 30 g
esters phosphoriques systémiques
diméthoate : 30 g
formothion : 40 g
mévinphos : 35 g
* ométhoate",AA_TC_Auvergne_Limousin_1972_009,0,0.0
122,"acaricides spécifiquessulfones et sulfonates
chlorbenside : 50 g
chlorofénizon : 50 g
fénizon : 50 g
* propargil
tétradifon :16 g
* tétrasul
composes chlorés
dicofol: 50 g
dicofol : 700 g en poudrage
dérivés du benzène
binapacryl: 50 g
quinoxaline
chinométhionate : 12,5 g
thioquinox : 40 g
formamidine
chlorphénamidine
divers
dioxathion + fénizon : 25 g + 50 0
mercaptodiméthur",AA_TC_Auvergne_Limousin_1972_009,0,0.0
123,"mouche de l'asperge :(aspergeraies en voie d'établissement)
diazinon : 30 g
diméthoate : 50 g
endothion : 50 g
formothion : 50 g",AA_TC_Auvergne_Limousin_1972_009,0,0.0
125,"mouche de l'oignon :* carbophénothion (traitement du sol — granulés)
chlorfenvinphos (traitement du sol — pulvérisation et granulés) : 5000 g/ha
diazinon (traitement du sol — granulés): 8 000 g/ha
* diéthion (traitement du sol — granulés)
diéthion (traitement des semences) : 60 g/kg
* fonofos hion (traitement du sol — granulés) : 6 000 g/ha
trichloronate (traitement du sol — granulés et pulvérisation) : 2 500 g/ha
trichloronate (traitement des semences) : 40 g/kg",AA_TC_Auvergne_Limousin_1972_009,0,0.0
127,"oïdiums :* bénomyl
chinométhionate : 7,5 g,
dinocap : 25 g
dinocap: en poudrage
* drazoxolon
* méthylthiophanate
* méthyrimol
soufres fluents (poudrage)
* micronisé: : g de soufre pur (dose maximum)
(1) les acaricides ont été divisés en groupes chimiques, pour permettre aux utilisateurs de varier leur choix, afin d'éviter d'éventuels phénomènes d accoutumance.
(listes établies par le service central de la protection des végétaux)
n.-b. - cette note devra être soigneusement conservée, les avis s'y reporteront fréquemment au cours de l'année",AA_TC_Auvergne_Limousin_1972_009,0,0.0
128,- supplément n° 4 au bulletin n° 117 de juin 1970 -,AA_TC_Midi_Pyrenees_1970_022,0,0.0
129,"-mildiou ;comme nous l'indiquions dans notre précédent bulletin, des sorties de taches, consécutives aux pluies du milieu du mois de juin, parfois très nombreuses, se sont produites. de nouvelles sorties vont se manifester dans les prochains jours.
actuellement, des vignes sont très contaminées alors que d'autres sont encore en excellent état sanitaire.
en raison de la grande sensibilité actuelle de la vigne et des risques de pluies qui persistent, un nouveau traitement général pourrait être mis en place. le réaliser de manière à ce que le fongicide atteigne bien l'intérieur des souches, les grappes en particulier.",AA_TC_Midi_Pyrenees_1970_022,0,1.0
130,"-black-rot :de nouvelles taches apparaissent depuis quelques jours dans les vignes atteintes.
le traitement dirigé contre le mildiou permettra de combattre le black-rot.",AA_TC_Midi_Pyrenees_1970_022,0,1.0
131,"arbres fruitiers,",AA_TC_Midi_Pyrenees_1970_022,0,0.0
133,"-carpocapse des pommes et des poires :l'activité de l'insecte demeure importante. dans les vergers contamines, effectuer un nouveau traitement à partir du milieu de la semaine du 6 au 12 juillet.",AA_TC_Midi_Pyrenees_1970_022,1,0.0
134,grandes cultures,AA_TC_Midi_Pyrenees_1970_022,0,0.0
135,"-mildiou de la pomme de terre :(tous départements y compris l'aveyron).
en raison du temps humide persistant, les risques d'invasion des cultures par le mildiou demeurent sérieux en tous secteurs de la circonscription.
il y aurait donc lieu d'appliquer un nouveau traitement, dès réception, en particulier si des précipitations sont annoncées dans l'immédiat.
en aveyron, étendre le traitement à l'ensemble des cultures, quel que soit leur état de développement.",AA_TC_Midi_Pyrenees_1970_022,0,1.0
136,informations,AA_TC_Midi_Pyrenees_1970_022,0,0.0
137,"-doryphore de la pomme de terre :linsecte est très actif cette année. si la présence de larves est remarquée dans les plantations, ajouter un insecticide approprié au traitement anti-mildiou.",AA_TC_Midi_Pyrenees_1970_022,1,0.0
138,cultures legumieres,AA_TC_Midi_Pyrenees_1970_022,0,0.0
139,-mildiou de la tomate et alternaria :renouveler l'application conseillée dans le bulletin du 18 juin.,AA_TC_Midi_Pyrenees_1970_022,0,1.0
142,"blé stade : epiaison à grain formé, en général pleine floraison.",AA_GC_Bourgogne_Franche_comte_1997_014,0,0.0
143,"maladies foliaires peu d'évolution depuis la semaine dernière, la septoriose est observée sur f3 voire localement sur f2. l'oïdium toujours présent, est en général peu actif sur feuilles hautes. en parcelles sensibles et non protégées, quelques symptômes sur épis sont décelés.
préconisations : la protection fongicide doit être terminée (y compris pour les parcelles tardives).",AA_GC_Bourgogne_Franche_comte_1997_014,0,1.0
144,"puceronsles populations sur feuilles progressent légèrement, il s'agit essentiellement de pucerons verts (metopolophium dirrhodum). sur épis, quelques sitobion avenae sont présents mais avec un maximum de 5 % d'épis colonisés. le vol à la tour d'auxerre est toujours très faible. le risque de pullulation est donc quasiment nul.
préconisations : aucune intervention insecticide ne se justifie (le seuil de traitement étant de 1 épi sur 2 colonisé entre le stade épiaison et grain pâteux).",AA_GC_Bourgogne_Franche_comte_1997_014,1,0.0
145,orge de printemps stade : dernière feuille étalée à pleine épiaison.,AA_GC_Bourgogne_Franche_comte_1997_014,0,0.0
146,"maladies les niveaux d'attaques sont faibles bien que localement l'helminthosporiose soit assez active. l'oïdium est resté sur les feuilles basses.
préconisations : l'ensemble des parcelles doit avoir reçu une couverture fongicide entre le stade gonflement et l'épiaison afin de couvrir la fin de la végétation. dans le cas contraire, intervenez rapidement.",AA_GC_Bourgogne_Franche_comte_1997_014,0,0.0
147,"insectesdes colonies de pucerons sont observées sur feuilles (metopolophium et sitobion) mais sans caractère de gravité.
la pression de lémas est localement assez importante avec notamment une perte de surface foliaire au niveau des dernières feuilles (seuil de traitement : 1 larve/talle avec une destruction de la surface foliaire qui ne doit pas dépasser 10 à 20 %). préconisations : peu de situations justifient actuellement un traitement mais il convient de rester vigilant.",AA_GC_Bourgogne_Franche_comte_1997_014,1,0.0
149,"puceronsles premiers pucerons sont observés. il s'agit de sitobion avenae aptères qui sont encore sous fonne d'individu isolé. les captures à la tour d'auxerre restent très faibles.
rappel sur la campagne 96
ce début de campagne donne l'occasion de revenir sur les conditions de la pullulation de pucerons constatée sur maïs l'an passé. l'année 1996 a en effet été marquée par une forte attaque de sitobion sur les maïs de la vallée de la saône (de gray à chalon/ saône). attaques, qui associées à une sécheresse relative, ont contribué à des déficits localement importants dans le remplissage des épis.
les sitobion avenue, présents en quantité limitée en juin 96, sont arrivés très nombreux (formes ailés) après les pluies de
début juillet. a la faveur des températures fraîches du mois de juillet, ils ont proliféré, d'autant que la faune auxiliaire était peu présente au départ. les populations observées sur feuilles dépassaient parfois les 1000 individus par plante.
cette forte attaque s'est poursuivie jusqu'au début août et localement des infestations de rhopalosiphum padi ont été observées sur panicules. la régression des populations est intervenue grâce à la pluie de la mi-août qui a permis le développement d'entomophthorales (champignons parasites des pucerons).
la forte présence de pucerons durant toute la phase de floraison du maïs a accentué les besoins en eau des plantes à une période où ils étaient maximum. cette amplification du stress hydrique s'est traduite par un déficit de fécondation : extrémités des épis non fécondées, manques de rangs, épis sans grains dans les situations extrêmes. rappelons qu'en 1991 nous avions déjà subi",AA_GC_Bourgogne_Franche_comte_1997_014,1,0.0
150,orge de printemps terminez la protection fongicide.,AA_GC_Bourgogne_Franche_comte_1997_014,0,0.0
151,mais le point sur les pucerons.,AA_GC_Bourgogne_Franche_comte_1997_014,0,0.0
153,"poissurveillez les pucerons.
une prolifération de sitobion mais cela c'était passé en juin et tout était rentré dans l'ordre avant la phase de floraison du maïs. quels enseignements faut-il en tirer ?
en résumé, l'année 1996 s'est caractérisée par un climat plutôt sec avec une relative fraîcheur en juillet qui a permis une pullulation importante des sitobion pendant la phase de floraison.
il conviendra, si un tel scénario se renouvelle, de limiter l'installation de pucerons sur les feuilles situées au-dessous de l'épi. ce qui revient à réaliser une application de produits spécifiques à l'approche de la floraison du maïs.
le recours aux interventions préventives (lors des traitements pyrale) ne nous semble pas être une technique à généraliser pour les motifs suivants :
-la périodicité très faible des attaques,
-les efficacités très inégales des pyréthrinoïdes liquides en 1996,
-l'inefficacité des mélanges pyréthrinoïdes plus aphicides.
par ailleurs, l'effet du gaucho sur pucerons n'est réel que jusqu'au stade 8-10 feuilles du maïs.
autrement dit un scénario du type de 1996 peut vouloir signifier : une intervention aphicide spécifique avant la floraison des maïs (autour du 15-18 juillet) ce qui contraint à réfléchir aux modalités d'intervention sur des cultures atteignant 2-3 mètres de haut et ce en pleine moisson...",AA_GC_Bourgogne_Franche_comte_1997_014,1,0.0
154,pois stade : début floraison à 1 ères gousses visibles.,AA_GC_Bourgogne_Franche_comte_1997_014,0,0.0
155,"tordeusesle vol des tordeuses se poursuit sur l'ensemble de la région. aucune ponte n'a encore été observée.
captures cumulées au 28 mai
21 comblanchien 665
lux 214
58 donzy 63
89 béon 131
champlost 145
neuvy sautour 241
poilly/tholon 44
préconisations : la lutte chimique vise les chenilles au stade baladeur, il est donc inutile de traiter, d'autant plus que les pois protéagineux peuvent supporter jusqu'à 10 % de gousses attaquées.",AA_GC_Bourgogne_Franche_comte_1997_014,0,0.0
156,"puceronsl 'infestation en culture a augmenté depuis la semaine dernière, mais très peu de parcelles atteignent ou dépassent le seuil de traitement (comblanchien - 21 : 18 pucerons /plante). les auxiliaires commencent également à s'installer.",AA_GC_Bourgogne_Franche_comte_1997_014,0,0.0
157,préconisations :surveillez vos parcelles et intervenez si vous observez plus de 15 à 30 pucerons par plante.,AA_GC_Bourgogne_Franche_comte_1997_014,0,0.0
159,préconisations :le premier fongicide doit ou a dû être réalisé. nous referons le point dans un prochain bulletin pour le renouvellement de la protection fongicide.,AA_GC_Bourgogne_Franche_comte_1997_014,0,1.0
160,tournesol stade : 1 paire de feuilles à 14 feuilles pour les semis de fin mars avec un stade moyen b4-b5.,AA_GC_Bourgogne_Franche_comte_1997_014,0,0.0
161,"puceronsles parcelles traitées gaucho sont toujours protégées. quelques pucerons ailés sont présents mais nous n'observons pas de colonies d'aptères.
a l'opposé, dans les parcelles non protégées, les populations d'aptères sont en croissance continue, et parfois très rapide. le seuil est maintenant atteint surtout dans les parcelles avancées, depuis la haute-saône jusque dans la plaine dijonnaise. préconisations : surveillez pour intervenir au seuil :
- 30 à 50 pucerons par plante avant 5 feuilles
- 50 à 100 pucerons par plante de 5 feuilles à l'apparition du bouton floral.",AA_GC_Bourgogne_Franche_comte_1997_014,0,0.0
162,"phomopsis dans la plupart des situations, la maturité des périthèces est ou va être atteinte quelques jours après le retour des prochaines pluies.
les quelques projections de spores repérées sur les lames n'ont pas pu contaminer. les actuelles conditions météorologiques sont défavorables au champignon. les stades du tournesol ne sont pas encore très sensibles.",AA_GC_Bourgogne_Franche_comte_1997_014,0,0.0
163,"préconisations :aucun risque actuellement, attendre un prochain bulletin.
strategie
le dispositif de surveillance (carte ci-contre) consiste à suivre au laboratoire la maturation des périthèces (organes de conservation) ainsi que les émissions de spores responsables des contaminations sur lames engluées (pièges à spores). le modèle mis au point par notre service identifie les dates de maturité, de projections et de contaminations possibles.
ces éléments permettront la diffusion de l'avertissement phomopsis.
positionnement des produits :
les meilleurs produits curatifs sont efficaces lorsqu'ils sont appliqués jusqu'à 10-12 jours après la date de contamination. cette stratégie est préconisée par notre service, compte-tenu de la longue période possible de contamination par les spores du champignon (de début mai à fin août selon les années).
a l'approche du stade limite de passage possible du tracteur, le positionnement ""arbitraire"" d'un préventif est envisageable dans le cas où on ne dispose pas d'un enjambeur. son efficacité se limite à une protection de 8-10 jours après le traitement.
facteurs de modulation de la decision
la plante est très sensible aux environs du stade cotylédons, ensuite très peu puis retrouve une sensibilité à partir de el (stade bouton étoilé). les contaminations réalisées après le stade floraison sont peu dangereuses car elles n'ont plus le temps de détruire les fibres de la tige et de provoquer la casse. ainsi les semis précoces sont les plus exposés aux attaques précoces qui sont les plus préjudiciables.
les variétés tps (très peu sensibles), de plus en plus employées, présentent une bonne sécurité.
sur les variétés sensibles ou très sensibles (icarsol, florine, angela...) ainsi que sur albena une protection doit être envisagée dans les secteurs contaminés : yonne, nièvre, plaine de dijon et du jura, val de saône, val de loue...).
phomopsis : organisation du suivi
p : projection
m : maturation
s : simulation
e : essai",AA_GC_Bourgogne_Franche_comte_1997_014,0,0.0
164,"- bulletin technique n"" 5 mercredi 1er avril 1992# orge d'hiver : traitement fongicide necessaire a 1-2 noeuds en parcelles a bon potentiel de rendement.
ble d'hiver : aucun traitement a envisager dans les 15 jours a venir.
colza  risque meligethes nul tant que dure le temps perturbe.",AA_GC_Aquitaine_1992_005,0,1.0
165,orge d'hiver,AA_GC_Aquitaine_1992_005,0,0.0
166,"situationsur des orges généralement en tout début montaison on a pu observer de f'helminthosporiose (taches en réseaux) et, parfois, un peu d'oïdium.",AA_GC_Aquitaine_1992_005,0,1.0
167,"prévisionsle temps à giboulées est favorable à la multiplication de l'helminthosporiose et à !installation de la rhynchosporiose (se souvenir de 1991 l'oïdium ne l'aime pas !
la rouille naine peut s'installer dans les parcelles très précoces début avril.",AA_GC_Aquitaine_1992_005,0,1.0
168,"préconisationsles orges à bon potentiel seront traitées à l'aide d'un fongicide polyvalent au stade premier noeud visible, au plus tard au 2ème noeud.
autres parcelles : attendre un bulletin ultérieur.",AA_GC_Aquitaine_1992_005,0,1.0
169,"situationtrès hétérogène : du plein tallage à l'amorce de la montaison (épis à 1 cm dans les quelques parcelles levées fin octobre à mi-novembre à proximité de l'atlantique et en plaine de garonne). pase maladie observable : la septoriose est visible sur des feuilles de base quasiment mortes, quelques pustules d'oïdium ont pu s'installer dans les parcelles précoces à végétation déjà dense.",AA_GC_Aquitaine_1992_005,0,1.0
170,"prévisionsun pied de cuve de septoriose se constitue, mais c'est la pluviométrie d'avril qui conditionnera le risque.
la rouille brune sera généralement assez tardive cette année (épiaison et post-épiaison) sauf en cas de temps plutôt chaud en avril avec nombreuses pluies ...
néanmoins, elle pourrait affecter les parcelles très précoces proches de l'estuaire et en plaine de garonne vers la période ""sortie de la dernière feuille - gonflement"" en variétés sensibles (thésée, récital, castan). dans ces parcelles, des pustules devraient être observables sur feuilles basses en fin de première décade d'avril.
le temps actuel est défavorable à l'oïdium.",AA_GC_Aquitaine_1992_005,0,0.0
171,préconisations pas de traitement envisageable dans les deux semaines à venir.,AA_GC_Aquitaine_1992_005,0,0.0
174,"préconisationtout traitement est inutile tant qu'aucune amélioration du temps ne se manifeste ; le seuil d'intervention se situerait alors à la présence d'un méligèthe/inflorescence entre les stades dl ee ( u écarté""), 2 ou 3 insectes/inflorescence entre e et f1. tout traitement est inutile après début floraison, les adultes s'alimentant alors directement aux dépens des étamines des fleurs ouvertes, sans avoir besoin de percer les boutons, en quête de pollen.",AA_GC_Aquitaine_1992_005,0,0.0
175,"errata concernant la fiche desherbag.e tournesolle prowl n'est plus commercialisé à 4 l/ha. la nouvelle dénomination est prowl 400 à 3,3 t/ha.
la société b.a.s.f. commercialise le stratos ultra graminées annuelles 2 l/ha graminées vivaces 4 l/ha sans adjonction huile.",AA_GC_Aquitaine_1992_005,0,0.0
177,"sur labour technique à réserver aux régions à hivers doux.
contre graminées et dicotylédones: .
• giror 6 à 8 vha ou weedazol 15 i/ha au moins un mois avant le sem.s du
tournesol • roundup (1 à 3 l/ha) + genamin ou sting 3 à 4 i/ha ou basta fl 4i/ha, au moins 15 jours avant le semis du tournesol.v
• gramoxone plus (3 à 4 i/ha) + agral 90 jusqu'au moment du semis.
contre les graminées annuelles : ,.
. légurame 4 kg/ha ou kerb flo 1,8 i/ha à employer entre le mois de décembre et le 15 février.
• gallant 1,25 l/ha.",AA_GC_Aquitaine_1992_005,0,0.0
178,"pre-semis avec incorporation. incorporation des herbicides à réaliser dans les 6 à 8 cm de profondeur.
. incorporation de la trifluraline (nombreuses spécialités) dans les 24 heures, du prowl dans les 7 jours.
. avadex bw à 3,5 i/ha est à réserver aux terres infestées de folle-avoines.",AA_GC_Aquitaine_1992_005,0,0.0
179,"post-semis pre-levee• application des herbicides le plus tôt possible après le semis.
• pulvérisation impérative du linuron dans les 48 heures qui suivent !e semis.
. ronstar peut également s'employer dans le cadre d'un f6 traitement incluant, en pré-semis, la trifluraline à 1.200 g de m.a./ha ou duélor a 2,2
. racer me doit être appliqué dans les conditions prescrites par la firme pour éviter une éventuelle dérive. ^ ,
• challenge 600 doit s'employer avant tout en pré-levée. challenge 600 précise qu'en cas de conditions difficiles au semis, il est pos•d'utiliser jusqu'à la levée du tournesol (stade cotylédons)..' a",AA_GC_Aquitaine_1992_005,0,0.0
180,"post-leveea cette époque, seuls des anti-graminées spécifiques sont utilisaes. respecter les conditions d'emploi de fervin et de fentinal pour avoir une efficacité 6 maximale : application le soir, par lumière pas trop intense et par température douce.",AA_GC_Aquitaine_1992_005,0,0.0
182,"bulletin technique n°15 le 16 juin 1993pomme bk terre - mildiou : intervenir coute que coute
betterave sucriere - pucerons : continuer la surveillance des parcelles ne couvrant pas le sol ; en cas d'intervention préférer le pirimor g
- mildiou : des symptômes observés dans l'oise, ne pas intervenir
- fiche couleur ""maladies foliaires de la betterave"" à conserver
pois proteagineux - maladies : maintenir la protction fongicide
- tordeuses : vol en diminution suite aux précipitations
- pucerons : continuer la surveillance
cereales - pucerons: à surveiller jusqu'au stade grain pâteux
mais - pucerons : ne pas intervenir",AA_GC_Picardie_1993_015,1,1.0
183,pomme de terre,AA_GC_Picardie_1993_015,0,0.0
184,"situation :secteur de pouilly : 5 contaminations graves (6 ème génération) ont été enregistrées du 11 au 15 juin.
secteur de boves : 4 contaminations graves (7 ème génération) ont été enregistrées du 12 au 15 juin.
secteur de douilly : 1 contamination grave (5 ème génération) enregistrée le 13 juin, 3 contaminations légères les 11,12,14 juin.
dans tous les secteur le poids de ces contaminations est très important. les prévisions météorologiques restent très favorables à la maladie : confirmation de nombreux foyers de mildiou, attention aux tas de déchêts. la présence caractéristique du mildiou se traduit par l'apparition de feutrage mycélien blanc sur les tiges ou sur la face inférieur des feuilles.",AA_GC_Picardie_1993_015,0,1.0
185,"préconisations :intervenir coûte que coûte avec un pénétrant ou un systémique 3 voies en tenant compte du lessivage des matières actives de contact.
si votre dernière intervention (contact) date de plus de 5 jours opter systématiquement pour une stratégie pénétrant..
si votre dernier pénétrant date de 3 jours le renouveler ou en cas de délai supérieur opter pour un systémique. l'application d'un systémique est justifié 4 jours après la dernière contamination. compte tenu de la végétation, l'emploi de ce type de produit est possible maintenant, après fin floraison il sera trop tard.
en cas de présence de foyer ne pas utiliser de systémique (résistance), mais opter pour une stratégie pénétrants à 3 jours d'intervalle (voir bulletin nq 9 du ^8/04/93).",AA_GC_Picardie_1993_015,0,1.0
186,betterave sucrierestade : 14 feuilles à couverture du sol.,AA_GC_Picardie_1993_015,0,0.0
187,"situationdes symptômes de mildiou sont observés dans certains secteurs : breteuil, beauvais, dompierre. ils sont présents par petits ""foyers"" ou disséminés ça et là dans la parcelle : les feuilles du coeur se gaufrent et s'épaississent, ensuite, un duvet vert foncé à violet se développe sur la face inférieure puis supérieure des feuilles. ce champignon (perollospora farinosa) se développe en conditions froides et humides comme il y en a eu en avril. attention à ne pas confondre ces symptômes (où parfois le mycélium n'est plus visible) avec de la carence en bore.
dans les secteurs touchés par la grêle, un développement de pseudomonas aptata est fort probable. les symptômes dus à cette bactérie (jaunissement puis nécroses autour des blessures et en bord de limbe) avaient été fréquents l'année dernière et souvent confondus avec de la ramulariose ou de la cercosporiose. ils s'estompent rapidement et ne sont jamais préjudiciables au rendement.",AA_GC_Picardie_1993_015,0,1.0
188,"préconisationsaucune intervention ne se justifie :
- contre le mildiou : les produits à action préventive n'auront aucun effet sur ces symptômes déclarés qui ont par ailleurs une importance limitée dans les parcelles.
- contre pseudomonas : pas de produit efficace et pas d'incidence sur le rendement.",AA_GC_Picardie_1993_015,0,0.0
189,pois proteagineux stade : jeune gousses plates à gousses en voie de remplissage.,AA_GC_Picardie_1993_015,0,0.0
190,"situationla présence de symptômes de botrytis à l'insertion des stipules et sur gousses se confirme. la rouille est également présente, surtout en terre blanche (maladie favorisée par des conditions chaudes), sur les étages inférieurs et parfois intermédiaires. la nuisibilité de cette maladie sur pois est mal connue.",AA_GC_Picardie_1993_015,0,1.0
